Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2019-01-22,38.6424,38.7604,36.618,36.9208,66643407.156883
2019-01-23,37.4744,38.3607,36.7369,37.0497,59538427.996108
2019-01-24,37.896,39.3469,37.8491,39.1701,71420357.717996
2019-01-25,38.5744,39.9215,37.5463,39.7436,116374888.70567
2019-01-28,33.888,35.1542,32.5091,34.2498,253006496.42121
2019-01-29,33.7883,34.2718,32.5121,32.654,116245134.57431
2019-01-30,33.4204,34.2398,32.6191,34.095,98142056.933331
2019-01-31,34.062,36.0305,33.845,35.6738,84907476.794769
2019-02-01,35.8605,36.4302,35.3889,35.9185,62966057.684299
2019-02-04,36.0765,37.3944,35.8565,37.0237,53250236.856403
2019-02-05,37.1426,37.5793,36.8049,37.2145,54642877.825617
2019-02-06,37.5443,38.6144,37.4924,37.972,70765093.099823
2019-02-07,37.5064,37.5263,36.1564,36.586,64182274.866814
2019-02-08,35.9135,36.8778,35.7686,36.7719,46501270.687385
2019-02-11,36.3302,36.8738,35.8605,36.3462,49883565.74019
2019-02-12,36.7289,37.6722,36.586,37.5163,59542324.973375
2019-02-13,37.8121,38.6724,37.6742,37.942,60984043.437495
2019-02-14,37.932,38.6304,37.4994,38.3477,83336917.897344
2019-02-15,40.4361,40.6659,38.8204,39.0441,152794491.0599
2019-02-19,38.9402,39.6796,38.7504,38.8723,55596626.483778
2019-02-20,39.1641,40.0164,39.0521,39.3469,54498265.34256
2019-02-21,39.4739,39.7196,38.5106,38.6574,45185751.63885
2019-02-22,39.1741,39.6936,39.0371,39.5068,40470661.338598
2019-02-25,40.3392,41.0156,39.2939,39.3819,66086145.412306
2019-02-26,39.3339,39.8915,38.6524,38.9842,49206827.716465
2019-02-27,38.8424,39.1071,37.999,38.5674,50394772.298885
2019-02-28,38.5046,38.7304,38.0989,38.3207,32700407.912339
2019-03-01,38.8224,39.2869,38.2347,38.8643,35945315.001579
2019-03-04,39.25,39.4798,38.3807,38.9472,41259103.70376
2019-03-05,38.7924,39.264,38.2447,38.8823,36522722.13711
2019-03-06,38.7944,38.8773,37.7461,37.7741,40608605.727271
2019-03-07,37.5363,37.6342,36.618,37.0797,45296084.932814
2019-03-08,36.1862,37.5293,35.9705,37.4244,42509467.974441
2019-03-11,37.6592,40.2592,37.1865,40.0294,86518015.236322
2019-03-12,40.3092,40.8389,39.5467,40.3712,58325163.069099
2019-03-13,40.7489,42.1838,40.6729,41.8889,77377869.220475
2019-03-14,41.9809,42.1008,41.0506,41.1286,52268026.453642
2019-03-15,41.5592,42.6094,41.5243,42.1868,66565566.687239
2019-03-18,42.4975,43.0391,41.6991,41.9709,49008271.02036
2019-03-19,42.9171,44.0953,42.7474,43.6546,86039647.766491
2019-03-20,43.9444,44.477,42.9771,43.3268,72371099.078602
2019-03-21,43.5588,45.9598,43.5088,45.698,82954014.361375
2019-03-22,45.4353,45.91,43.9584,44.0953,75238662.879868
2019-03-25,43.6916,44.3331,42.5055,43.1721,52854403.442088
2019-03-26,44.5899,45.1534,43.3768,43.9414,70797022.493684
2019-03-27,44.1953,44.6629,43.1521,43.8485,47738121.633969
2019-03-28,44.1073,44.6928,43.5048,44.0333,48331088.657161
2019-03-29,44.7028,44.8527,44.1973,44.6099,45979374.962232
2019-04-01,45.5313,45.5881,44.8127,45.2853,48689396.402094
2019-04-02,45.5283,45.907,45.0956,45.4653,44371714.719604
2019-04-03,45.9598,47.4458,45.91,46.8532,79378284.525575
2019-04-04,46.7013,47.1889,46.1417,46.7662,46027833.98463
2019-04-05,47.1959,47.6085,46.8332,47.4328,48480222.594581
2019-04-08,47.1259,47.8954,46.8862,47.6425,42688505.758217
2019-04-09,47.3058,47.4188,46.5914,47.0131,44276406.905015
2019-04-10,47.0061,47.9783,46.9611,47.7205,44759395.905668
2019-04-11,47.7455,48.0602,47.083,47.5806,37697798.888587
2019-04-12,47.9683,48.0082,47.1109,47.1989,47469910.722468
2019-04-15,47.1209,47.1709,45.4913,45.884,44288580.205343
2019-04-16,46.2796,46.9411,45.9498,46.7532,39746930.412582
2019-04-17,47.1009,47.3108,46.3066,46.5265,35322953.521201
2019-04-18,46.5914,46.9312,46.0038,46.2836,38340521.925069
2019-04-22,46.0468,46.9731,45.733,46.8192,28171143.581997
2019-04-23,46.9491,47.6785,46.8512,47.3628,34905567.640931
2019-04-24,47.4688,47.8984,46.8592,47.4888,32022348.879371
2019-04-25,47.083,47.3088,45.638,46.4365,50246507.02512
2019-04-26,44.8937,44.9386,43.0521,44.2431,87450209.427002
2019-04-29,44.3231,44.8297,43.6016,44.553,39440575.359188
2019-04-30,44.2272,45.2234,44.0353,44.9656,36522405.895505
2019-05-01,45.4933,45.912,44.8327,44.8347,35652882.584994
2019-05-02,44.9316,45.9269,44.497,45.5133,39718930.020452
2019-05-03,45.5951,45.695,44.8497,45.4683,33896031.361367
2019-05-06,43.6016,44.8027,43.227,44.6798,42485608.746136
2019-05-07,44.1953,44.1953,42.5195,43.0051,55874064.44469
2019-05-08,42.7274,44.0103,42.6074,43.207,42182543.205912
2019-05-09,42.5125,42.6094,41.0886,42.2787,66443520.444653
2019-05-10,41.9709,42.6254,40.7409,41.9389,57311101.332112
2019-05-13,40.6159,40.8488,39.202,39.3619,66108030.132099
2019-05-14,39.7596,40.6059,39.3719,40.2532,52820878.829488
2019-05-15,39.6966,40.0064,39.1021,39.6417,50550684.414791
2019-05-16,39.5897,40.2192,39.1621,39.7916,78604345.240678
2019-05-17,39.3739,40.6689,38.4907,38.8843,102855200.74649
2019-05-20,37.899,38.4477,37.4524,37.6992,57569462.718637
2019-05-21,38.3047,38.6804,37.922,38.5206,36414548.493105
2019-05-22,38.1308,38.3927,37.7022,37.8121,32793701.187834
2019-05-23,37.1865,37.1865,36.0005,36.598,59559907.406248
2019-05-24,36.7869,37.1396,35.9905,36.0585,35985384.614518
2019-05-28,36.2362,36.563,35.5868,35.6068,43107161.608735
2019-05-29,35.1342,35.4809,34.5176,34.8673,56335294.821886
2019-05-30,34.8993,35.259,34.2148,34.5995,39634866.796662
2019-05-31,34.108,34.4347,33.6723,33.6903,39174493.073944
2019-06-03,33.8023,34.1899,32.9758,33.2706,48113062.086189
2019-06-04,33.915,35.6168,33.6903,35.5638,64517088.662513
2019-06-05,36.3062,36.3602,34.7774,35.1412,51427413.230263
2019-06-06,35.1841,36.0065,35.1591,35.7587,41025951.576956
2019-06-07,35.8186,36.5301,35.6268,36.1882,35067043.007127
2019-06-10,36.7489,37.6022,36.7489,36.9158,40487406.131518
2019-06-11,37.5163,37.894,37.0967,37.4944,38586490.843824
2019-06-12,37.0567,37.1196,36.2102,36.3632,36075701.616157
2019-06-13,36.583,37.0567,36.4082,36.8738,30968211.524857
2019-06-14,35.9405,36.1862,35.5238,35.9735,39647597.52286
2019-06-17,35.9565,36.4432,35.7267,36.0705,27747601.998808
2019-06-18,36.6859,38.5774,36.576,38.022,58494207.217798
2019-06-19,38.3747,38.4877,37.8221,38.0819,33336742.067756
2019-06-20,38.9872,39.1271,38.1808,38.3247,35198699.591956
2019-06-21,38.1748,38.6704,37.6792,37.7441,43668451.430739
2019-06-24,37.959,38.2627,37.4864,37.969,28441911.446996
2019-06-25,38.016,38.7704,37.6462,37.6742,31348716.228131
2019-06-26,38.9502,40.2192,38.8224,39.6067,58710833.719125
2019-06-27,40.466,40.7889,40.1033,40.5959,44775644.319357
2019-06-28,41.0356,41.1286,40.3762,40.8459,39973293.352488
2019-07-01,42.9191,43.2648,40.9526,41.3284,71523072.191228
2019-07-02,41.1606,41.3703,40.2132,40.3462,40230741.040953
2019-07-03,40.5809,40.6389,39.8735,40.476,24791593.626429
2019-07-05,39.8895,39.9335,39.214,39.8466,39861464.916244
2019-07-08,39.252,39.4419,38.8004,39.0971,33150056.441075
2019-07-09,38.6774,39.4039,38.5504,39.1221,34464226.458959
2019-07-10,39.5597,40.3812,39.4199,39.8036,45442531.81734
2019-07-11,40.539,41.7611,40.1633,41.3554,68610564.052762
2019-07-12,41.6311,42.3966,41.6311,41.6841,50902426.143328
2019-07-15,41.8969,42.0588,41.3184,41.5992,29134592.651213
2019-07-16,41.4513,41.8241,40.9956,41.5512,34321830.669444
2019-07-17,41.5692,42.2767,41.2784,42.2068,35001390.849279
2019-07-18,42.3107,42.9551,41.7441,42.3236,44548207.559059
2019-07-19,42.7074,42.7724,41.8311,41.8909,34668816.764705
2019-07-22,42.1068,42.7374,42.0308,42.6074,31758179.055235
2019-07-23,43.0021,43.7116,42.8452,43.6916,43040168.426352
2019-07-24,44.435,44.493,43.3618,44.435,36814076.730244
2019-07-25,44.0173,44.1453,42.8872,43.1221,39473883.806639
2019-07-26,43.3948,44.0103,43.3948,43.5448,27558461.496617
2019-07-29,43.4718,43.6446,42.5954,43.4818,24945157.948634
2019-07-30,43.0151,43.7615,42.8692,43.6386,19879819.060597
2019-07-31,43.3218,43.3288,41.5373,41.9609,36128349.839078
2019-08-01,42.0668,42.9721,40.493,41.0156,42340152.618542
2019-08-02,40.0863,40.7829,39.6117,40.0863,43057533.69331
2019-08-05,38.2507,38.2627,37.0337,37.5044,59221913.180719
2019-08-06,38.2507,38.7074,37.4144,37.892,36314815.297553
2019-08-07,37.2825,38.3927,37.1067,38.2727,37449793.413916
2019-08-08,38.8504,39.3719,38.2747,39.3599,31090623.046513
2019-08-09,38.9502,38.9822,37.8421,38.3447,34359308.302126
2019-08-12,37.8241,38.3447,37.4494,37.6662,28065137.594069
2019-08-13,37.5543,39.27,37.2625,38.8124,36238591.062701
2019-08-14,37.929,38.039,36.8858,37.3245,42206333.381461
2019-08-15,37.5793,37.7122,36.6599,37.0007,55734340.696598
2019-08-16,39.6297,40.1733,39.0141,39.6816,102066183.94246
2019-08-19,40.8189,42.6324,40.6559,42.4735,82056466.640388
2019-08-20,42.4185,42.4235,41.5373,41.7491,46593035.795368
2019-08-21,42.4105,43.1391,42.1968,42.5854,43013465.025117
2019-08-22,42.6824,43.1091,42.2567,42.6474,30533525.427328
2019-08-23,41.881,42.4265,40.1993,40.3992,57245689.357763
2019-08-26,41.1886,41.4293,40.7659,41.1486,32024976.887153
2019-08-27,41.5293,41.5572,39.9435,40.2392,29306466.962139
2019-08-28,39.9734,40.6629,39.5837,40.1333,25690327.253442
2019-08-29,41.0506,41.8989,41.0156,41.5742,35987920.551959
2019-08-30,42.0388,42.5355,41.5193,41.7011,29213107.636184
2019-09-03,40.9726,41.3024,40.6409,40.8708,29775697.451373
2019-09-04,41.4773,42.0888,41.4773,42.0139,22907909.503239
2019-09-05,43.0371,44.8127,43.0191,44.7498,69941211.659423
2019-09-06,44.515,45.0856,44.0953,44.477,37856110.837951
2019-09-09,44.7897,45.804,44.7747,44.9386,41928005.740839
2019-09-10,44.6099,45.87,44.513,45.6051,35429496.919707
2019-09-11,45.753,46.3735,45.4633,45.89,36303066.321406
2019-09-12,46.3565,46.9012,45.797,45.874,32921883.118047
2019-09-13,45.2114,45.5832,44.8597,45.2983,32595562.811321
2019-09-16,44.545,45.2134,44.44,44.8667,23280617.249686
2019-09-17,44.9336,45.1216,44.467,45.0816,22943336.569301
2019-09-18,45.0116,45.1684,43.9414,44.8097,26514736.096773
2019-09-19,44.8697,45.0536,43.9444,44.0503,25742010.73931
2019-09-20,44.0403,44.2771,42.8892,42.9921,35875324.529284
2019-09-23,42.9951,43.9833,42.9571,43.5288,25690102.081411
2019-09-24,43.8415,44.1373,42.5954,42.9521,32259190.825173
2019-09-25,42.9471,44.57,42.4975,44.373,31442281.71159
2019-09-26,44.2751,44.3631,43.6416,44.1503,23882545.118909
2019-09-27,43.7345,44.2402,42.1538,42.7594,36749701.547997
2019-09-30,43.0191,43.4388,42.7054,43.3368,19401107.327751
2019-10-01,43.5688,45.0636,43.2718,43.3188,36911077.838499
2019-10-02,43.0991,43.219,42.3536,43.0791,29690437.313147
2019-10-03,43.1251,45.2034,42.8192,45.1416,46467536.914988
2019-10-04,45.1634,45.5981,44.51,45.3053,26908639.036219
2019-10-07,45.9518,46.8862,45.864,45.89,49036586.65333
2019-10-08,44.9736,44.9736,43.9414,44.1233,45123108.780087
2019-10-09,44.8937,45.4883,44.6049,44.9916,30917722.951896
2019-10-10,44.9686,46.0768,44.9156,45.5712,32889203.150751
2019-10-11,46.4095,47.1329,46.2197,46.3036,45276163.713123
2019-10-14,46.1897,46.6433,45.904,46.4395,21121978.062504
2019-10-15,47.3388,49.6131,47.1989,48.8867,67079273.15585
2019-10-16,48.5439,49.5961,48.2312,48.347,43457190.028315
2019-10-17,48.7937,49.2464,47.8225,48.367,26542776.519485
2019-10-18,48.371,48.6987,46.6763,47.4208,30891713.080511
2019-10-21,48.0352,48.9307,47.8485,48.7967,26808925.855956
2019-10-22,49.3663,50.4204,48.6188,48.6967,33878702.121934
2019-10-23,47.8755,48.7087,47.5556,48.5669,28697109.416688
2019-10-24,48.9785,49.3433,48.6388,49.0065,24004195.058721
2019-10-25,49.816,51.1329,49.738,50.9231,42486966.783668
2019-10-28,51.3627,52.0092,51.0669,51.4846,33218184.490489
2019-10-29,51.3447,51.4096,50.3235,50.5174,21212458.188769
2019-10-30,50.7872,50.8451,49.8549,50.5374,20682707.462442
2019-10-31,50.3275,50.5374,49.2434,50.0447,21061405.785654
2019-11-01,49.69,50.7602,49.4402,50.4354,28483026.858919
2019-11-04,51.2499,52.5289,51.0169,52.4039,37829945.848058
2019-11-05,52.4019,52.6637,51.7065,52.1841,30213292.77153
2019-11-06,51.9443,52.1991,50.8152,51.6945,27014401.838355
2019-11-07,52.5559,52.7037,51.4226,51.8723,28151808.810349
2019-11-08,51.7025,52.0462,51.3247,51.7325,19020350.431803
2019-11-11,51.7245,52.0622,50.8571,51.8323,24481404.643936
2019-11-12,52.2121,52.7436,51.8643,52.1841,28503178.254463
2019-11-13,51.8743,52.1462,51.2629,51.9263,30363572.584392
2019-11-14,52.0162,52.252,51.4146,52.2291,52922174.218549
2019-11-15,52.2061,52.7236,49.9488,50.8351,105864697.98403
2019-11-18,50.7602,53.1144,50.7302,52.8486,57773649.716259
2019-11-19,52.5389,52.7736,51.1999,51.7844,41712595.168475
2019-11-20,51.5546,53.4141,51.4266,52.5738,47500555.134612
2019-11-21,52.5289,53.0874,52.1092,52.3259,28960121.356207
2019-11-22,52.5519,53.0214,52.266,52.5019,22504060.965418
2019-11-25,53.7868,55.1188,53.6571,55.0689,50947969.93851
2019-11-26,54.8941,54.939,53.9608,54.0257,38730188.628056
2019-11-27,54.4774,54.8211,54.1107,54.3704,21616288.712828
2019-11-29,54.0657,54.3454,53.7618,54.0007,14204708.310573
2019-12-02,53.9308,54.0657,51.9822,52.1322,37516414.311876
2019-12-03,50.2936,51.7794,49.9188,51.7395,47578771.891738
2019-12-04,52.5738,52.7986,51.8923,52.1742,27456571.653398
2019-12-05,52.3939,52.5519,51.6995,52.0062,18577876.384327
2019-12-06,52.6987,53.1903,52.5988,52.8616,23322301.09589
2019-12-09,52.6318,53.4101,52.5439,52.8616,21587765.921589
2019-12-10,53.1624,53.8308,52.6338,53.3123,25757784.790589
2019-12-11,53.4171,54.2055,53.3921,54.1505,23482012.114135
2019-12-12,53.8608,56.0053,53.7718,55.8223,40748938.940991
2019-12-13,55.8523,57.0463,55.2608,55.8023,45654261.577587
2019-12-16,56.277,56.8186,55.9973,56.092,32241985.680549
2019-12-17,56.277,57.1013,56.185,56.8745,32438317.676997
2019-12-18,57.2243,57.7838,57.1383,57.1783,34547078.75761
2019-12-19,57.524,58.7971,57.474,58.6632,45467575.950907
2019-12-20,59.3287,59.8922,59.1338,59.6374,60547341.800105
2019-12-23,59.9242,60.247,59.3935,59.5005,35662307.78579
2019-12-24,59.3456,59.6224,59.0019,59.4515,13934468.849272
2019-12-26,59.4845,59.8742,59.2957,59.5925,18385243.213759
2019-12-27,59.7443,59.8802,58.7501,59.0139,25569225.732618
2019-12-30,58.7951,58.846,57.564,57.8778,25914130.237557
2019-12-31,57.524,58.7151,57.3342,58.6232,23201180.56054
2020-01-02,59.4835,59.7723,58.9759,59.7723,23850168.383281
2020-01-03,58.5732,59.2537,58.3235,58.8151,20648477.310815
2020-01-06,57.8778,59.1138,57.616,59.0618,26382274.897224
2020-01-07,59.3456,60.237,58.8939,59.7773,32031096.562548
2020-01-08,59.7343,60.3039,59.3337,59.8902,27820059.355788
2020-01-09,60.7535,61.2721,60.0071,60.5467,25632658.194633
2020-01-10,61.6189,61.9237,60.7296,60.8714,31755803.240128
2020-01-13,61.7008,63.0279,61.478,62.7779,32144715.366621
2020-01-14,62.3503,62.6032,61.478,61.6069,36082431.757944
2020-01-15,61.7338,61.9586,60.9234,61.1832,26401638.691045
2020-01-16,61.7168,62.0785,61.482,62.0186,28517562.243742
2020-01-17,62.2104,62.2864,61.6289,62.1065,25466924.575157
2020-01-21,61.7387,62.1085,61.432,61.7707,21867154.372663
2020-01-22,62.2264,63.1776,62.0366,62.2984,24006701.973989
2020-01-23,62.7131,63.0799,61.8237,62.9959,24536099.430419
2020-01-24,64.1509,64.6486,61.8607,62.4063,37480679.010324
2020-01-27,59.3556,60.3569,57.8558,59.8442,47216332.990626
2020-01-28,60.5037,62.1035,59.9722,61.7787,31205274.639631
2020-01-29,61.6339,61.9966,60.7765,61.1762,26034949.542771
2020-01-30,60.197,61.3781,59.6444,61.2421,29150940.140595
2020-01-31,60.7834,60.9034,58.4852,58.9039,37170219.821394
2020-02-03,58.7231,60.072,58.6602,59.8772,25681429.455578
2020-02-04,61.2981,61.7607,60.7964,61.5699,27248375.592877
2020-02-05,62.7799,62.8799,61.6389,62.4762,20894104.968849
2020-02-06,62.8179,63.3416,62.0066,63.3386,21903781.355454
2020-02-07,62.9399,63.1626,62.4282,62.6801,19040913.141588
2020-02-10,62.9059,65.5218,62.8559,65.5138,53144147.805015
2020-02-11,66.6011,67.892,65.9785,66.743,64076777.267291
2020-02-12,67.2726,67.968,66.8829,67.902,37594188.731058
2020-02-13,67.3226,68.1379,67.0477,67.4633,52984354.724075
2020-02-14,71.5673,73.4869,71.2535,72.1957,104553121.94793
2020-02-18,71.1635,74.0694,70.9677,73.8835,62403418.831645
2020-02-19,75.1126,78.5829,75.1126,78.405,69673525.14856
2020-02-20,77.9234,78.8097,73.8296,76.9091,81285503.629346
2020-02-21,75.7881,76.0378,72.4137,73.263,77195683.031337
2020-02-24,67.3176,70.2252,66.771,68.088,85988184.44883
2020-02-25,68.8373,69.4559,64.2659,65.2841,105915224.58605
2020-02-26,65.2861,68.6275,65.2721,66.683,75225703.979348
2020-02-27,63.5384,66.5611,62.0466,62.9679,90900948.77083
2020-02-28,60.3299,67.922,60.277,67.3276,113792325.64324
2020-03-02,69.0272,69.1991,65.0633,68.9093,89329528.215102
2020-03-03,69.4679,70.0675,65.4261,66.2833,65466175.759271
2020-03-04,67.3606,71.0177,66.6111,70.9238,59911738.202831
2020-03-05,68.9273,70.599,67.6823,68.1299,54187410.851624
2020-03-06,66.3313,66.9078,64.3138,66.3213,51688763.900582
2020-03-09,59.8043,64.6626,59.3756,61.1892,61591640.638053
2020-03-10,63.9491,65.0822,61.3251,65.0822,58231082.191883
2020-03-11,63.6783,63.9641,60.4717,61.445,50350492.469365
2020-03-12,56.202,58.862,53.7998,53.9258,81887871.834985
2020-03-13,57.458,60.084,54.7441,60.0401,63665492.04789
2020-03-16,52.9536,56.3619,48.359,48.9585,72905308.211123
2020-03-17,50.0847,55.0539,47.6105,54.1655,83601820.28115
2020-03-18,49.8789,52.3359,45.0436,50.5604,87676889.609281
2020-03-19,50.3455,54.0307,48.2072,53.0924,76770513.20418
2020-03-20,54.5913,57.4141,51.1369,51.2929,80693743.528235
2020-03-23,51.2829,53.9688,49.4881,53.0234,64571775.44288
2020-03-24,57.0863,62.9829,56.8486,62.1185,110479724.8364
2020-03-25,63.2666,65.2661,60.7436,61.2321,79570185.136472
2020-03-26,63.3016,65.3671,62.3234,64.1239,69958452.831574
2020-03-27,62.3234,65.5918,61.9936,62.9999,64065836.908924
2020-03-30,63.6543,66.3013,63.2146,66.2084,60397404.24873
2020-03-31,66.6111,68.6545,64.2509,65.7118,95267978.154661
2020-04-01,63.7263,65.1941,60.15,60.5967,65879348.420666
2020-04-02,60.8894,63.8142,60.4067,63.6813,67769882.777392
2020-04-03,63.3066,63.7213,59.4285,60.8064,66511230.174475
2020-04-06,63.6243,67.2806,63.0499,66.9108,72996600.958226
2020-04-07,69.1272,69.363,64.1379,64.5706,78676754.560957
2020-04-08,65.6638,66.7979,64.9634,66.5481,54399726.059148
2020-04-09,67.8082,68.038,64.9174,65.5488,52775420.099296
2020-04-13,64.9504,67.3606,64.064,67.2726,39954770.200913
2020-04-14,68.5546,71.1257,68.2778,70.7869,53246649.11539
2020-04-15,69.1012,70.8408,68.6495,70.0095,36719694.62289
2020-04-16,71.5653,74.5359,71.4334,73.4639,74775469.002569
2020-04-17,74.2862,74.501,71.5303,72.8713,54066518.490597
2020-04-20,71.6053,73.1651,71.1137,71.5573,45067459.264196
2020-04-21,70.3772,70.9877,66.5881,67.1876,73726420.535934
2020-04-22,69.1092,71.7631,68.6545,71.3335,48611666.016553
2020-04-23,71.7551,73.0731,70.5491,70.8019,42537369.290877
2020-04-24,70.6989,72.2087,69.9495,72.1887,35365491.019591
2020-04-27,73.5367,75.6601,73.2909,74.0564,48076019.786098
2020-04-28,75.5352,75.8351,72.5754,72.6314,44417192.464325
2020-04-29,73.9795,74.9307,73.228,74.4012,38024721.655588
2020-04-30,73.8615,74.4012,72.7214,72.8613,37699379.095855
2020-05-01,70.8838,72.016,70.0125,70.4951,34307704.877424
2020-05-04,70.0195,72.7514,70.0195,72.6114,31846420.47114
2020-05-05,73.6567,74.8528,72.6134,73.225,36995152.0707
2020-05-06,74.0194,75.2854,73.6417,74.2332,32439146.310067
2020-05-07,75.6302,76.6324,75.1186,75.9999,37480029.514112
2020-05-08,76.7174,77.9654,76.3786,77.9034,34088008.030372
2020-05-11,77.8535,80.8912,77.5657,80.4225,47040286.492175
2020-05-12,81.0011,81.4908,77.7056,77.8035,49447063.254952
2020-05-13,78.9526,80.5525,75.7321,77.5777,62764159.435268
2020-05-14,78.1933,80.1308,76.6554,80.0748,60403648.018932
2020-05-15,78.6749,84.7622,78.517,84.6672,99048889.748075
2020-05-18,87.3572,88.9101,86.5579,87.2543,77862581.53773
2020-05-19,87.652,90.6127,87.3801,87.8038,71937525.831283
2020-05-20,89.6535,90.173,88.6353,89.4436,58921797.894469
2020-05-21,90.256,90.266,87.1274,87.5041,76324820.697821
2020-05-22,88.0007,90.6677,86.8846,90.0062,104173847.18433
2020-05-26,91.3042,91.554,86.4729,86.9306,77298537.611609
2020-05-27,86.0032,86.0812,79.738,85.008,117925822.60973
2020-05-28,83.8829,87.3572,83.5531,84.6292,73823530.727529
2020-05-29,85.2998,88.5024,84.6094,88.5024,74805493.94144
2020-06-01,88.0807,88.1556,86.6477,87.8108,39162881.202546
2020-06-02,87.7119,88.1207,86.3329,88.0007,39244068.228939
2020-06-03,87.9708,88.4104,86.7527,87.4471,36648493.225456
2020-06-04,87.0724,89.2178,86.5679,87.4571,42529877.567246
2020-06-05,87.7339,89.7533,86.8726,88.985,48290464.620645
2020-06-08,88.5603,88.6851,86.6507,87.8388,38866976.132875
2020-06-09,87.7898,90.8776,87.3043,90.243,46961558.344348
2020-06-10,91.4561,94.7726,91.3142,93.4445,63370188.437732
2020-06-11,91.2782,92.3904,87.65,87.7518,58505394.765017
2020-06-12,91.4041,91.651,86.8246,89.1099,57228123.937889
2020-06-15,87.9408,91.601,87.2303,91.516,40096421.421582
2020-06-16,92.0276,92.4452,88.1755,90.4659,53700343.735316
2020-06-17,90.9165,92.7671,90.4829,92.1375,40928762.32496
2020-06-18,92.0476,92.6032,90.9245,91.9577,25502139.47913
2020-06-19,92.2035,94.223,92.0506,92.3904,52542114.855512
2020-06-22,92.7771,95.0853,92.5102,95.0404,39942480.811895
2020-06-23,95.2821,96.1945,93.8492,94.273,37600954.90037
2020-06-24,94.5357,95.3351,91.2243,92.1335,45045166.232456
2020-06-25,93.3347,94.8224,91.601,94.6727,37697646.772371
2020-06-26,94.7726,94.7726,91.0283,91.3282,59350974.782996
2020-06-29,91.4761,91.8238,88.7851,91.7778,34307124.433969
2020-06-30,92.9169,95.0354,92.4432,94.7506,36877681.323766
2020-07-01,94.9804,95.528,93.9032,95.0723,32743238.634751
2020-07-02,96.1595,97.1427,95.555,95.8947,36492962.400853
2020-07-06,97.1826,98.8474,96.8929,98.1539,31665348.132977
2020-07-07,99.2221,100.453,98.2679,98.4777,35866022.422531
2020-07-08,99.6938,102.012,99.4171,101.912,36635947.640705
2020-07-09,103.561,105.45,102.092,104.84,49573660.974838
2020-07-10,105.63,106.299,103.541,104.55,49887170.4942
2020-07-13,105.7,107.667,100.013,100.283,45817425.233625
2020-07-14,100.513,103.78,97.6194,103.531,54397934.690553
2020-07-15,103.9,104.09,100.313,102.032,40495649.429347
2020-07-16,99.9136,101.822,98.7155,101.103,34579434.477183
2020-07-17,102.012,102.242,100.633,101.772,26692506.912593
2020-07-20,102.502,105.06,101.323,104.86,28553587.767024
2020-07-21,104.88,105.35,102.621,103.041,27833463.596546
2020-07-22,103.431,105.77,102.671,104.14,36817417.282406
2020-07-23,104.25,105.22,100.073,101.053,41265134.311107
2020-07-24,98.5107,103.401,97.5354,101.702,47443026.182844
2020-07-27,102.082,104.17,101.932,103.97,29283277.245337
2020-07-28,103.501,103.571,101.852,101.912,27228935.740949
2020-07-29,103.66,104.91,103.231,104.41,28519193.490005
2020-07-30,103.511,105.979,102.711,105.89,30962304.011553
2020-07-31,105.38,107.408,104.09,105.89,38721503.993047
2020-08-03,107.068,110.716,106.898,109.836,41401157.23179
2020-08-04,110.236,112.014,108.807,112.014,31108197.473268
2020-08-05,112.174,113.443,111.395,112.594,25110223.057371
2020-08-06,113.223,113.303,111.514,113.083,24490324.45862
2020-08-07,112.853,114.773,110.106,111.724,34333970.944539
2020-08-10,113.073,113.813,108.307,111.385,42882481.95485
2020-08-11,110.476,111.096,107.707,108.247,35536313.526945
2020-08-12,109.636,114.393,109.317,114.123,46606111.785345
2020-08-13,115.183,116.94,113.283,114.153,37536015.286901
2020-08-14,115.023,116.77,114.133,115.362,36731747.831466
2020-08-17,118.23,123.795,117.89,123.066,62279519.173061
2020-08-18,124.195,124.655,120.577,122.317,50465700.48759
2020-08-19,122.667,122.846,120.697,121.097,62411980.37261
2020-08-20,119.468,123.445,118.51,121.127,92360221.646413
2020-08-21,121.727,127.772,121.667,126.533,100227424.14116
