Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2022-03-29,286.726,289.239,279.586,286.341,48935826.67332
2022-03-30,282.824,284.737,274.82,276.688,46384150.208052
2022-03-31,277.607,282.264,272.491,272.651,52384043.089646
2022-04-01,273.541,274.75,262.469,266.917,51763057.660562
2022-04-04,267.077,275.37,265.927,273.391,39801189.866473
2022-04-05,272.331,272.981,258.002,259.112,43694855.603366
2022-04-06,249.149,252.807,239.847,243.884,70437069.491785
2022-04-07,244.223,247.032,234.6,241.895,55841898.870386
2022-04-08,238.987,239.047,230.444,231.013,52518187.575215
2022-04-11,221.97,223.029,216.435,219.003,57564663.051721
2022-04-12,225.197,227.077,212.658,214.876,66276441.797585
2022-04-13,217.113,224.827,214.386,221.86,51733868.360115
2022-04-14,224.877,227.596,211.468,212.418,56953196.895305
2022-04-18,211.838,220.711,210.628,217.663,52610254.9141
2022-04-19,217.033,223.56,212.978,221.81,51317264.076982
2022-04-20,224.998,226.531,211.838,214.656,46933300.755724
2022-04-21,216.927,223.749,199.848,201.675,65671116.332619
2022-04-22,202.875,204.704,194.851,195.001,62519107.216866
2022-04-25,191.873,199.298,190.814,198.868,64205613.697539
2022-04-26,197.029,197.728,186.558,187.736,65364187.841122
2022-04-27,185.838,191.523,182.76,184.009,49984204.627686
2022-04-28,189.526,200.217,184.755,197.668,57076276.927699
2022-04-29,193.871,201.131,185.029,185.329,50081753.154167
2022-05-02,185.264,195.591,183.769,195.181,57248605.585743
2022-05-03,193.851,198.098,191.184,195.871,47611458.864386
2022-05-04,199.078,203.844,187.366,203.185,64935072.999999
2022-05-05,198.518,199.098,184.859,188.296,62681028.924063
2022-05-06,187.216,194.971,179.763,186.608,63378092.476369
2022-05-09,180.202,182.41,168.141,169.371,64494724.576487
2022-05-10,176.755,181.841,170.119,175.816,76205649.651868
2022-05-11,173.337,177.394,165.554,166.173,67067942.499297
2022-05-12,162.068,167.752,155.551,161.627,70927024.814665
2022-05-13,167.752,179.147,165.799,176.925,67094911.103146
2022-05-16,174.956,177.744,170.929,172.509,52184466.614435
2022-05-17,180.602,183.569,176.206,181.632,58627762.253031
2022-05-18,176.915,181.042,168.511,169.251,54557787.817368
2022-05-19,169.241,176.735,167.212,171.109,62178462.966735
2022-05-20,173.188,173.966,157.43,166.812,73967036.364961
2022-05-23,162.616,169.021,161.667,168.851,64037793.483918
2022-05-24,164.974,165.844,157.68,161.417,58900001.241959
2022-05-25,160.077,170.979,159.877,169.621,78172913.629557
2022-05-26,160.237,180.782,160.097,178.373,99733647.899129
2022-05-27,181.722,188.666,180.862,187.966,73894389.863477
2022-05-31,189.655,191.853,183.359,186.578,66460726.590044
2022-06-01,187.096,190.386,181.082,183.06,54493022.336936
2022-06-02,182.78,196.041,181.841,195.771,64915174.797894
2022-06-03,190.669,193.176,185.074,187.056,59923651.304369
2022-06-06,191.244,193.223,185.501,187.716,42272911.246543
2022-06-07,184.579,189.855,181.742,189.116,38921146.51872
2022-06-08,187.886,191.694,185.248,186.377,36345336.295664
2022-06-09,184.708,189.226,180.31,180.38,39579256.88184
2022-06-10,175.903,176.872,168.597,169.647,46590719.54712
2022-06-13,159.911,163.03,155.974,156.384,60448751.731129
2022-06-14,157.223,160.571,154.035,158.273,46993928.425387
2022-06-15,160.861,168.587,159.172,165.179,56424754.421108
2022-06-16,158.512,159.335,153.925,155.924,54605050.55922
2022-06-17,156.394,159.861,153.195,158.712,63068258.693226
2022-06-21,164.654,169.986,163.979,165.569,48335606.052869
2022-06-22,162.171,166.528,161.711,163.509,43823968.19402
2022-06-23,165.094,165.759,158.442,162.161,46393603.589045
2022-06-24,164.909,171.305,163.01,171.165,47241396.216007
2022-06-27,173.025,173.205,166.163,168.597,42820457.492131
2022-06-28,168.907,171.925,159.362,159.732,46211479.918126
2022-06-29,158.053,158.113,151.616,155.334,48261905.313952
2022-06-30,153.525,155.584,148.538,151.506,68644947.270903
2022-07-01,148.918,150.545,143.84,145.15,57792953.708738
2022-07-05,141.672,149.628,140.472,149.558,65256832.452122
2022-07-06,150.017,153.105,147.808,151.216,52935846.888014
2022-07-07,154.469,159.362,153.805,158.492,49317536.826208
2022-07-08,154.215,160.281,153.805,158.293,46823057.974813
2022-07-11,155.174,155.184,150.297,151.436,43863118.83498
2022-07-12,152.596,154.225,148.688,150.736,45873667.18832
2022-07-13,145.82,153.665,144.57,151.556,52220699.582253
2022-07-14,150.996,154.644,147.198,153.635,45648716.844473
2022-07-15,156.503,157.733,154.365,157.533,38614891.818145
2022-07-18,162.93,168.877,159.931,160.921,67088829.108991
2022-07-19,164.769,171.005,161.631,169.827,70275453.551689
2022-07-20,169.377,179.226,167.917,177.971,76095841.837137
2022-07-21,178.751,181.34,175.348,180.4,55735736.558693
2022-07-22,178.831,179.571,171.27,173.095,53696769.496592
2022-07-25,170.095,171.145,166.398,170.145,48101339.559415
2022-07-26,168.797,169.097,164.689,165.239,39808495.596131
2022-07-27,170.225,179.261,169.037,177.802,57009135.444328
2022-07-28,179.651,181.3,174.303,179.741,47490879.120504
2022-07-29,178.031,182.339,176.822,181.53,43570125.879811
2022-08-01,181.72,188.356,179.801,184.308,47673255.931348
2022-08-02,181.12,189.271,180.82,185.158,48979766.11963
2022-08-03,181.74,189.575,181.27,188.826,41837683.252556
2022-08-04,188.386,192.634,187.496,192.044,40987883.516142
2022-08-05,187.996,192.183,186.557,189.785,38628181.16398
2022-08-08,174.923,182.289,172.325,177.832,98432727.80346
2022-08-09,172.425,174.375,167.147,170.765,66863224.403439
2022-08-10,176.882,181.08,173.075,180.87,59775287.46614
2022-08-11,181.21,186.966,178.661,179.321,50960824.171873
2022-08-12,181.5,187.076,179.431,186.986,47835856.810823
2022-08-15,186.906,191.534,186.027,190.214,45791867.972878
2022-08-16,189.091,191.314,184.908,188.686,45148920.576433
2022-08-17,185.128,186.776,181.35,183.249,44704621.985363
2022-08-18,182.909,188.546,181.73,187.626,41567632.979213
2022-08-19,184.108,185.098,177.602,178.391,44183255.794304
2022-08-22,174.803,175.483,169.567,170.245,40981924.222074
2022-08-23,169.792,174.553,169.607,171.715,37019039.692835
2022-08-24,170.026,173.963,168.857,172.125,52294977.64029
2022-08-25,168.347,179.371,168.237,179.031,77111757.39595
2022-08-26,178.471,179.141,162.28,162.51,76955280.901798
2022-08-29,160.111,163.289,157.583,157.923,49640633.421505
2022-08-30,159.512,160.301,151.736,154.594,53047391.545585
2022-08-31,153.755,155.314,149.503,150.856,57402716.000432
2022-09-01,142.002,143.72,132.629,139.293,117951713.14334
2022-09-02,140.922,141.632,135.835,136.394,74356847.588399
2022-09-06,137.234,137.714,133.436,134.576,53604748.631017
2022-09-07,135.595,138.345,133.426,137.105,51278861.638773
2022-09-08,134.556,140.044,133.656,139.864,62503298.522699
2022-09-09,141.534,144.703,141.224,143.833,48725304.51326
2022-09-12,143.653,145.433,141.944,145.013,48428310.550857
2022-09-13,137.985,139.184,130.956,131.276,71513854.160304
2022-09-14,132.506,132.866,129.097,131.246,58865710.133572
2022-09-15,130.119,132.296,127.867,129.257,52375912.232352
2022-09-16,127.382,132.086,126.138,131.946,67092300.25564
2022-09-19,130.087,134.596,130.067,133.786,56983102.61742
2022-09-20,132.111,134.793,130.537,131.726,52495201.743133
2022-09-21,132.096,140.274,131.066,132.576,80788603.370928
2022-09-22,130.747,131.456,124.248,125.578,75935638.123811
2022-09-23,124.168,126.078,122.539,125.128,66347900.859963
2022-09-26,124.878,126.558,122.109,122.249,54748272.012864
2022-09-27,125.038,127.327,122.549,124.098,55399575.597345
2022-09-28,124.068,128.197,123.507,127.327,54255264.916013
2022-09-29,124.448,124.968,119.43,122.169,53289942.01454
2022-09-30,120.839,126.298,120.719,121.359,56578313.084051
2022-10-03,123.438,126.748,121.019,125.088,54761853.486609
2022-10-04,128.757,132.166,128.757,131.636,58433112.487698
2022-10-05,129.074,133.176,126.178,132.056,50726047.244958
2022-10-06,132.166,136.525,130.996,131.266,64432168.871536
2022-10-07,125.018,126.668,120.189,120.729,67265020.432429
2022-10-10,120.339,121.212,114.052,116.67,69887800.263093
2022-10-11,115.58,118.43,112.801,115.83,66765239.603054
2022-10-12,115.76,117.32,113.421,114.971,49271621.245163
2022-10-13,109.682,120.749,108.102,119.569,85032049.72087
2022-10-14,120.539,121.079,112.011,112.241,71361451.180062
2022-10-17,115.151,119.449,115.141,118.85,58092275.311479
2022-10-18,123.408,124.888,116.15,119.639,65953074.874979
2022-10-19,118.76,123.468,118.31,120.479,52326444.579968
2022-10-20,121.099,127.657,121.019,121.909,65256451.699067
2022-10-21,120.951,124.948,118.84,124.628,60965034.079473
2022-10-24,125.048,127.067,120.609,125.958,51758978.438662
2022-10-25,126.903,132.966,126.608,132.576,50561165.072902
2022-10-26,128.657,133.846,127.047,128.927,53567029.885544
2022-10-27,136.265,138.345,131.186,131.726,58326226.149287
2022-10-28,131.006,138.465,130.577,138.305,52117323.092784
2022-10-31,137.745,138.345,132.936,134.935,48646541.367942
2022-11-01,138.075,139.214,135.155,135.395,43292763.027427
2022-11-02,138.465,142.064,132.079,132.156,67279992.261786
2022-11-03,130.397,137.775,129.527,134.176,50019279.474354
2022-11-04,139.824,142.254,136.935,141.524,61273262.915428
2022-11-07,142.244,144.083,139.504,142.973,41016585.847622
2022-11-08,147.972,148.872,142.124,145.983,59544428.730014
2022-11-09,141.579,142.074,137.555,137.725,45452991.550944
2022-11-10,147.962,157.69,145.433,157.46,70099854.500389
2022-11-11,158.035,163.848,154.78,163.228,65565516.748902
2022-11-14,162.139,165.358,159.179,162.908,52798749.381775
2022-11-15,167.172,169.937,163.778,166.617,54601515.476818
2022-11-16,161.574,163.578,158.689,159.059,64971301.766022
2022-11-17,157.11,162.618,155.31,156.73,71107543.237808
2022-11-18,159.619,159.979,151.161,154.051,49219753.979027
2022-11-21,151.431,154.73,150.761,153.131,40484285.700753
2022-11-22,153.241,160.535,151.177,160.339,47298704.630574
2022-11-23,160.939,165.228,160.439,165.148,42735023.373874
2022-11-25,163.138,164.828,161.679,162.658,16797726.368996
2022-11-28,160.219,163.528,157.21,158.23,30422982.312488
2022-11-29,158.23,159.279,155.16,156.35,29846082.75839
2022-11-30,156.97,169.3,155.97,169.23,56529822
2022-12-01,169.99,172.65,166.35,171.35,47097657
2022-12-02,166.59,169.3257,164.45,168.76,37138858
2022-12-05,166.79,169.95,164.7201,166.1,35225517
2022-12-06,165.3,165.73,158.19,159.87,35269427
2022-12-07,157.72,161.86,156.67,161.2,37238758
2022-12-08,162.73,171.79,159.59,171.69,51545554
2022-12-09,171.6,175.83,169.75,170.01,46533819
2022-12-12,170.37,175.38,167.97,175.35,45732780
2022-12-13,185.31,187.9,177.11,180.72,65658876
2022-12-14,179.87,182.52,174.2,176.74,49688810
2022-12-15,171.46,173.2,167,169.52,47854210
2022-12-16,168.642,170.41,164.1,165.71,47823193
2022-12-19,165.72,166.09,161.45,162.54,35403877
2022-12-20,160.64,163.1,158.52,160.85,40325979
2022-12-21,161.14,166.27,161.02,165.01,32502538
2022-12-22,160.935,161.38,148.82,153.39,56504527
2022-12-23,151.96,153.39,148.83,152.06,34932563
2022-12-27,150.74,151,140.56,141.21,46490226
2022-12-28,139.27,142.62,138.84,140.36,35106645
2022-12-29,144.02,146.83,142.27,146.03,35492324
2022-12-30,143.34,146.2899,142.33,146.14,31048983
2023-01-03,148.51,149.96,140.96,143.15,40127658
2023-01-04,145.67,148.53,142.41,147.49,43132360
2023-01-05,144.91,145.64,141.4795,142.65,38916811
2023-01-06,144.74,150.1,140.34,148.59,40504362
2023-01-09,152.84,160.56,151.41,156.28,50423056
2023-01-10,155.07,159.6199,154.72,159.09,38410126
2023-01-11,158.3951,160.28,155.63,160.01,35328493
2023-01-12,161,166.37,154.92,165.11,55140906
2023-01-13,162.78,169.22,161.65,168.99,44728706
2023-01-17,168.99,177.28,168.99,177.02,51110216
2023-01-18,176.67,178.73,172.82,173.77,43962355
2023-01-19,170.36,171.97,167.31,167.65,45293160
2023-01-20,170.11,178.56,168.25,178.39,56496712
2023-01-23,180.64,192.45,178.175,191.93,65516259
2023-01-24,188.27,194.95,188.2,192.65,49620410
2023-01-25,189.125,193.7,185.8,193.23,44953711
2023-01-26,197.01,201.66,192.78,198.02,48953542
2023-01-27,194.62,206.28,194.05,203.65,54214198
2023-01-30,199.5,201.4,191.5,191.62,48861115
2023-01-31,191.695,196.87,189.5,195.37,49801658
2023-02-01,196.91,211.92,196.11,209.43,66047704
2023-02-02,210,219.49,207,217.09,56427580
2023-02-03,210,217.4499,207.89,211,42936595
2023-02-06,208.06,215.7,207.86,210.89,45219709
2023-02-07,213.82,222.59,211.5,221.73,66414961
2023-02-08,223.87,228.78,220.0801,222.05,55965122
2023-02-09,226.06,230.2,221.2,223.37,52387578
2023-02-10,216.9,220.7764,208.11,212.65,55073675
2023-02-13,215.38,220.48,209.62,217.88,47491862
2023-02-14,215.78,230.488,213.66,229.71,67547350
2023-02-15,225.49,228.55,221.06,227.64,42118826
2023-02-16,221.33,225.5,219.268,220.02,41202628
2023-02-17,216.31,217.4,209.75,213.88,46588764
2023-02-21,210,214.938,206.18,206.55,41001455
2023-02-22,207.07,211.04,204.21,207.54,51318432
2023-02-23,234.4,238.88,230.25,236.64,111799541
2023-02-24,232.25,234.74,229.47,232.86,58971591
2023-02-27,236.7,238.7994,234.54,235.01,45299367
2023-02-28,233.72,238.25,232.06,232.16,45596280
2023-03-01,231.92,232.5557,225.08,226.98,46002562
2023-03-02,224.88,233.804,224.32,233.14,39007465
2023-03-03,233.2,239,231.3,238.9,41239330
2023-03-06,238.91,242.48,234.87,235.54,43742923
2023-03-07,236,241.25,232.41,232.88,51515388
2023-03-08,234.87,242,234.235,241.81,51357339
2023-03-09,241.75,244.54,233.8284,234.36,50125699
2023-03-10,234.09,236.27,227.26,229.65,47486565
2023-03-13,227.52,232.98,222.97,229.66,42189032
2023-03-14,234.96,242.19,234.6,240.63,47491013
2023-03-15,237.61,242.86,233.6,242.28,52448574
2023-03-16,240.27,255.88,238.94,255.41,58494626
2023-03-17,259.82,263.99,256.68,257.25,84854656
2023-03-20,256.15,260.24,251.2983,259,43274719
2023-03-21,261.8,263.92,253.81,261.99,54740776
2023-03-22,264.25,275.89,262.37,264.68,79729511
2023-03-23,271.155,274.99,266.9,271.91,56488876
2023-03-24,270.31,271.67,263.55,267.79,45541407
2023-03-27,268.37,270,263.65,265.31,36102574
2023-03-28,264.47,265.13,258.5,264.1,35610378
2023-03-29,268.25,270.78,265.97,269.84,39369387
2023-03-30,272.29,274.99,271.02,273.83,36451574
2023-03-31,271.4,278.3431,271.05,277.77,43393277
2023-04-03,275.09,280,273.36,279.65,39871560
2023-04-04,279.66,280,273.07,274.53,36859153
2023-04-05,268.29,269.98,263.95,268.81,51501474
2023-04-06,265.84,270.8,264.27,270.37,39765434
2023-04-10,268.23,276.2099,266.69,275.79,39527855
2023-04-11,277.235,277.9,271.26,271.69,31437817
2023-04-12,273.7,274.6799,264.475,264.95,44625895
2023-04-13,267.34,268.869,263.29,264.63,35361528
2023-04-14,265.04,268.83,262.2,267.58,39566013
2023-04-17,265.655,270.06,264.3318,270.02,32147130
2023-04-18,275.335,281.1,273.57,276.67,60481154
2023-04-19,273.61,280,272.32,279.31,35866041
2023-04-20,276.71,280.3,270,271.04,42771326
2023-04-21,269.52,271.83,267.22,271.19,34510277
2023-04-24,270.13,273.6599,266.7101,270.42,33928186
2023-04-25,270.78,272.47,262.25,262.41,37852716
2023-04-26,270.02,273.3,267.051,269.56,40633681
2023-04-27,273.63,274.95,266.2501,272.26,37716119
2023-04-28,272.25,277.58,270.7148,277.49,29221614
2023-05-01,278.4,290.5844,277.8,289.1,57032853
2023-05-02,286.8,288.3599,280.83,282.1,40272957
2023-05-03,278.4,283.67,274.72,278.02,38338740
2023-05-04,276.51,278.59,272.4,275.62,32185041
2023-05-05,278.255,287.55,277.31,286.8,36149408
2023-05-08,285.22,292.2,283.5,291.51,34497890
2023-05-09,288.99,289.73,284.5,285.71,31486946
2023-05-10,290.05,291.13,284.6128,288.85,36934998
2023-05-11,288.96,289.5,282.46,285.78,32214903
2023-05-12,285.29,287.8,280.46,283.4,27422225
2023-05-15,285.085,289.69,281.52,289.53,29392587
2023-05-16,288.41,298.7,288.32,292.13,44940494
2023-05-17,295.84,301.99,294.3001,301.78,43253541
2023-05-18,304.1,318.28,303.2,316.78,74872501
2023-05-19,315.36,315.8,309.16,312.64,47390765
2023-05-22,309.01,315.2,306.8,311.76,37199967
2023-05-23,310,312.88,306.31,306.88,35625326
2023-05-24,302.1,306.07,298.06,305.38,72141851
2023-05-25,385.23,394.8,366.35,379.8,154391067
2023-05-26,378.9,391.7,375.5,389.46,71439676
2023-05-30,405.95,419.38,399.49,401.11,92340110
2023-05-31,394.88,402.95,378.22,378.34,100258020
2023-06-01,384.89,400.5,383.4,397.7,63587295
2023-06-02,400.97,405,390.5801,393.27,48273121
2023-06-05,389.09,395.6503,387.07,391.71,39609381
2023-06-06,388.3,391.6,381.48,386.54,38872914
2023-06-07,389.15,394.99,373.56,374.75,51199789
2023-06-08,377.24,388.64,375.05,385.1,41777240
2023-06-09,390.37,397.11,385.67,387.7,42771747
2023-06-12,392,395.2999,386.18,394.82,38967335
2023-06-13,401.86,411.01,397.4,410.22,61320816
2023-06-14,408.24,430,405.52,429.97,74046502
2023-06-15,426.02,432.89,421.47,426.53,56862204
2023-06-16,434.5,437.21,426.605,426.92,65570941
2023-06-20,429.98,439.9,426.74,438.08,45115311
2023-06-21,435.01,436.15,420.8,430.45,55160291
2023-06-22,422.53,434.255,422.34,430.25,41773743
2023-06-23,424.64,428.09,420.15,422.09,35813984
2023-06-26,424.42,427.64,401,406.32,59432192
2023-06-27,407.99,419.4,404.48,418.76,46217470
2023-06-28,406.6,418.45,405.18,411.17,58263927
2023-06-29,415.58,416,406,408.22,38051430
2023-06-30,416.8,425.5,415.01,423.02,50114775
2023-07-03,425.17,428.98,422.02,424.13,19820919
2023-07-05,421.35,431.77,420.85,423.17,32361756
2023-07-06,418.44,421.79,413.46,421.03,30413879
2023-07-07,423.22,432.14,421.8,425.03,35588147
2023-07-10,426.57,428.11,416.49,421.8,35390811
2023-07-11,424.81,427.58,420.67,424.05,29824406
2023-07-12,430.33,439.35,427.7728,439.02,48127702
2023-07-13,445.18,461.55,444.92,459.77,47820369
2023-07-14,465.8281,480.88,450.6,454.69,77207533
2023-07-17,462.89,464.96,452.6241,464.61,51048822
2023-07-18,467.01,478.9599,457.34,474.94,57019042
2023-07-19,474.64,478.18,467.42,470.77,42750179
2023-07-20,465.07,470.87,450.62,455.2,53786451
2023-07-21,457.88,458.66,441,443.09,96376863
2023-07-24,447.31,451.09,440.4,446.12,38309974
2023-07-25,449.41,461.825,449.23,456.79,34808091
2023-07-26,460.21,460.53,446.3,454.52,36423726
2023-07-27,465.19,473.95,457.5,459,45597552
2023-07-28,466.68,470.27,463.81,467.5,33119424
2023-07-31,467.54,471.3,465.0601,467.29,25105528
2023-08-01,464.595,469,460.27,465.07,23927597
2023-08-02,458.31,458.4,433.87,442.69,53014157
2023-08-03,438,451.18,438,445.15,32507660
2023-08-04,449.85,456.42,443.93,446.8,36266618
2023-08-07,451.11,455.4,445.6345,454.165,32215354
2023-08-08,448.53,452.42,440.5601,446.64,35384343
2023-08-09,442.74,443.12,421.34,425.54,58644907
2023-08-10,421.6,435.74,418.35,423.88,49270530
2023-08-11,417.51,420.18,406.39,408.55,53308526
2023-08-14,404.86,438,403.11,437.53,69028583
2023-08-15,445.6,452.68,437.1,439.4,67651151
2023-08-16,445.2,446.75,434.06,434.86,52745068
2023-08-17,439.7,440.62,430.01,433.435,45239482
2023-08-18,426.35,435.7799,416.6,432.99,58376787
2023-08-21,444.94,470.65,442.22,469.67,69257337
2023-08-22,481.35,481.87,453.331,456.68,75720691
2023-08-23,458.66,472,452.08,471.16,77904608
2023-08-24,502.16,502.66,471.59,471.63,115604409
2023-08-25,470.12,478.05,450.24,460.18,92534052
2023-08-28,464.82,469.8,448.88,468.35,68519223
2023-08-29,466.66,490.81,463.9101,487.84,70139699
2023-08-30,490.44,499.27,484.25,492.64,73520598
2023-08-31,493.8,497.44,489.58,493.55,52856977
2023-09-01,497.62,498,481.416,485.09,46383030
2023-09-05,482.23,488.5081,478.6,485.48,38265258
2023-09-06,484.41,485.49,465.8,470.61,46866957
2023-09-07,455.25,463.44,451.52,462.41,43332989
2023-09-08,459.42,466.06,452.71,455.72,47389994
2023-09-11,461.48,461.63,443.12,451.78,47396555
2023-09-12,447.38,456.73,445.31,448.7,34925634
2023-09-13,446,459.3,445.03,454.85,39835535
2023-09-14,459.5,459.8699,451.31,455.81,37009720
2023-09-15,453.41,455.99,438.08,439,50683051
2023-09-18,427.48,442.42,420,439.66,50027079
2023-09-19,438.33,439.66,430.02,435.2,37306424
2023-09-20,436,439.03,422.23,422.39,36710769
2023-09-21,415.83,421,409.8,410.17,45073596
2023-09-22,415.72,421.15,412.31,416.1,47923631
2023-09-25,415.91,425.36,411.77,422.22,41909096
2023-09-26,420.01,428.2,416.55,419.11,40228209
2023-09-27,423.3,428.72,416.2901,424.68,44493520
2023-09-28,424.6,434.4631,421.15,430.89,42466279
2023-09-29,438.27,441.44,433.0694,434.99,39782993
2023-10-02,440.3,451.75,438.61,447.82,43329821
2023-10-03,448.08,451.3,432.46,435.17,47084954
2023-10-04,437.42,441.43,432.9201,440.41,36182086
2023-10-05,440.5,449,438.88,446.88,39348309
2023-10-06,441.93,457.89,440.26,457.62,43443602
2023-10-09,448.42,456.05,443.68,452.73,40967472
2023-10-10,453.1,462.59,450.88,457.98,36858208
2023-10-11,461.96,468.59,460.5,468.06,37813689
2023-10-12,467.77,476.09,463.3,469.45,48132500
2023-10-13,469.6,471.16,452.8,454.61,47542599
2023-10-16,450.63,462.25,449.12,460.95,37509924
2023-10-17,440,447.54,424.8,439.38,81233267
2023-10-18,425.91,432.19,418.25,421.96,62729434
2023-10-19,428.11,432.97,418.82,421.01,50123308
2023-10-20,418.9,424.7,410.78,413.87,47726605
2023-10-23,412.29,432.4799,409.45,429.75,47853049
2023-10-24,430.77,436.97,426.91,436.63,40146337
2023-10-25,433.98,436.5,415.55,417.79,39837922
2023-10-26,418.53,422.5555,398.8019,403.26,54100132
2023-10-27,411.3,412.06,400.15,405,41678441
2023-10-30,410.87,417.66,404.81,411.61,38802814
2023-10-31,404.5,408.79,392.3001,407.8,51796870
2023-11-01,408.84,423.81,408.69,423.25,43759290
2023-11-02,433.28,438.84,428.94,435.06,40917187
2023-11-03,440.2,453.0899,437.23,450.05,42460959
2023-11-06,452.845,459.35,448.99,457.51,40073335
2023-11-07,457.19,462.18,451.575,459.55,34316547
2023-11-08,461,468.67,459.68,465.74,34671894
2023-11-09,474.67,482.3,467.5,469.5,54049597
2023-11-10,475,484.72,472.8301,483.35,42244156
2023-11-13,483.2,491.16,480.9901,486.2,38413570
2023-11-14,496.8,498.34,490.4001,496.56,41695387
2023-11-15,499.35,499.6,482,488.88,47549735
2023-11-16,486.79,495.2469,483.3,494.8,33975624
2023-11-17,495.24,497.17,490.07,492.98,32589691
2023-11-20,493.12,505.48,491.8101,504.09,41614260
2023-11-21,501.26,505.17,492.22,499.44,56574687
2023-11-22,498.52,503.3494,476.9,487.16,90064233
2023-11-24,484.7001,489.21,477.45,477.76,29464464
2023-11-27,478,485.3,476.52,482.42,39566190
2023-11-28,482.36,483.229,474.73,478.21,40149085
2023-11-29,483.79,487.62,478.6,481.4,38200465
2023-11-30,480.24,481.1,464.22,467.7,52624663
2023-12-01,465.25,472,461.87,467.65,36931701
2023-12-04,460.77,460.77,450.1,455.1,43754344
2023-12-05,454.66,466,452.71,465.66,37171762
2023-12-06,472.145,473.87,454.12,455.03,38058955
2023-12-07,457,466.29,456.04,465.96,35082255
2023-12-08,465.95,477.4085,465.5,475.06,35922370
2023-12-11,474.91,475.31,458.3,466.27,50972809
2023-12-12,460.46,476.66,460.46,476.57,37238686
2023-12-13,476.29,485.94,476.08,480.88,44779186
2023-12-14,483.9,486.7,474.22,483.5,39123174
2023-12-15,481.94,494.04,481.2,488.9,47994758
2023-12-18,494,504.3299,491.5,500.77,41258717
2023-12-19,494.24,497,488.95,496.04,46444446
2023-12-20,496.55,499.99,480.98,481.11,39789439
2023-12-21,488.11,490.95,484.19,489.9,30042535
2023-12-22,491.95,493.83,484.67,488.3,25250676
2023-12-26,489.68,496,489.6,492.79,24419952
2023-12-27,495.11,496.8,490.85,494.17,23364798
2023-12-28,496.43,498.8399,494.12,495.22,24658748
2023-12-29,498.13,499.97,487.51,495.22,38929330
2024-01-02,492.44,492.95,475.95,481.68,41125422
2024-01-03,474.85,481.841,473.2,475.69,32089617
2024-01-04,477.67,485,475.08,479.98,30653489
2024-01-05,484.62,495.47,483.0601,490.97,41503927
2024-01-08,495.12,522.75,494.79,522.53,64250990
2024-01-09,524.01,543.25,516.9,531.4,77310006
2024-01-10,536.16,546,534.89,543.5,53379576
2024-01-11,549.99,553.46,535.6,548.22,59675877
2024-01-12,546.2,549.7,543.3008,547.1,35299360
2024-01-16,550.18,568.3499,549,563.82,44957973
2024-01-17,563.47,564.7068,547.4,560.53,47439444
2024-01-18,572.6,576,561.07,571.07,49165036
2024-01-19,579.89,595,572.25,594.91,54350148
2024-01-22,600.49,603.31,590.7,596.54,45295463
